state,year,as_of,accessed,policy,level,score
WI,2007,2007-03-01,2007-03-06,priv_insurance_limit,0,0
WI,2007,2007-03-01,2007-03-06,indiv_prov_refuse,X,1
WI,2007,2007-03-01,2007-03-06,instit_prov_refuse,X,1
WI,2007,2007-03-01,2007-03-06,mandate_breast_cancer,0,0
WI,2007,2007-03-01,2007-03-06,mandate_fetal_pain,0,0
WI,2007,2007-03-01,2007-03-06,mandate_neg_psych,X,1
WI,2007,2007-03-01,2007-03-06,hr_wait_post_counseling,24,0.6666666666666666
WI,2007,2007-03-01,2007-03-06,parental_involv_minors,Consent,0.6666666666666666
WY,2007,2007-03-01,2007-03-06,licensed_physician,X,1
WY,2007,2007-03-01,2007-03-06,hospital_if,0,0
WY,2007,2007-03-01,2007-03-06,second_physician_if,0,0
WY,2007,2007-03-01,2007-03-06,prohibited_except_death_if,Viability,0.6666666666666666
WY,2007,2007-03-01,2007-03-06,partial_birth_ban,0,0
WY,2007,2007-03-01,2007-03-06,fund_all_most,0,0
WY,2007,2007-03-01,2007-03-06,fund_life_rape_incest,X,0.5
WY,2007,2007-03-01,2007-03-06,priv_insurance_limit,0,0
WY,2007,2007-03-01,2007-03-06,indiv_prov_refuse,X,1
WY,2007,2007-03-01,2007-03-06,instit_prov_refuse,Private,0.6666666666666666
WY,2007,2007-03-01,2007-03-06,mandate_breast_cancer,0,0
WY,2007,2007-03-01,2007-03-06,mandate_fetal_pain,0,0
WY,2007,2007-03-01,2007-03-06,mandate_neg_psych,0,0
WY,2007,2007-03-01,2007-03-06,hr_wait_post_counseling,0,0
WY,2007,2007-03-01,2007-03-06,parental_involv_minors,Consent,0.6666666666666666
AL,2008,2008-02-01,2008-02-27,licensed_physician,X,1
AL,2008,2008-02-01,2008-02-27,hospital_if,Viability,0.5
AL,2008,2008-02-01,2008-02-27,second_physician_if,Viability,0.6666666666666666
AL,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
AL,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
AL,2008,2008-02-01,2008-02-27,fund_all_most,0,0
AL,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
AL,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
AL,2008,2008-02-01,2008-02-27,indiv_prov_refuse,0,0
AL,2008,2008-02-01,2008-02-27,instit_prov_refuse,0,0
AL,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
AL,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
AL,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
AL,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
AL,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
AZ,2008,2008-02-01,2008-02-27,licensed_physician,X,1
AZ,2008,2008-02-01,2008-02-27,hospital_if,0,0
AZ,2008,2008-02-01,2008-02-27,second_physician_if,Viability,0.6666666666666666
AZ,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
AZ,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
AZ,2008,2008-02-01,2008-02-27,fund_all_most,X,-1
AZ,2008,2008-02-01,2008-02-27,fund_life_rape_incest,0,0
AZ,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
AZ,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
AZ,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
AZ,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
AZ,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
AZ,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
AZ,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
AZ,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
AR,2008,2008-02-01,2008-02-27,licensed_physician,X,1
AR,2008,2008-02-01,2008-02-27,hospital_if,0,0
AR,2008,2008-02-01,2008-02-27,second_physician_if,Viability,0.6666666666666666
AR,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
AR,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
AR,2008,2008-02-01,2008-02-27,fund_all_most,0,0
AR,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
AR,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
AR,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
AR,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
AR,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
AR,2008,2008-02-01,2008-02-27,mandate_fetal_pain,X,1
AR,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
AR,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,Day Before,0.3333333333333333
AR,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
CA,2008,2008-02-01,2008-02-27,licensed_physician,X,1
CA,2008,2008-02-01,2008-02-27,hospital_if,0,0
CA,2008,2008-02-01,2008-02-27,second_physician_if,0,0
CA,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
CA,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
CA,2008,2008-02-01,2008-02-27,fund_all_most,X,-1
CA,2008,2008-02-01,2008-02-27,fund_life_rape_incest,0,0
CA,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
CA,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
CA,2008,2008-02-01,2008-02-27,instit_prov_refuse,Religious,0.3333333333333333
CA,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
CA,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
CA,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
CA,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
CA,2008,2008-02-01,2008-02-27,parental_involv_minors,Enjoined,0
CO,2008,2008-02-01,2008-02-27,licensed_physician,X,1
CO,2008,2008-02-01,2008-02-27,hospital_if,0,0
CO,2008,2008-02-01,2008-02-27,second_physician_if,0,0
CO,2008,2008-02-01,2008-02-27,prohibited_except_death_if,0,0
CO,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
CO,2008,2008-02-01,2008-02-27,fund_all_most,0,0
CO,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
CO,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
CO,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
CO,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
CO,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
CO,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
CO,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
CO,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
CO,2008,2008-02-01,2008-02-27,parental_involv_minors,Notice,0.3333333333333333
CT,2008,2008-02-01,2008-02-27,licensed_physician,X,1
CT,2008,2008-02-01,2008-02-27,hospital_if,Viability,0.5
CT,2008,2008-02-01,2008-02-27,second_physician_if,0,0
CT,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
CT,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
CT,2008,2008-02-01,2008-02-27,fund_all_most,X,-1
CT,2008,2008-02-01,2008-02-27,fund_life_rape_incest,0,0
CT,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
CT,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
CT,2008,2008-02-01,2008-02-27,instit_prov_refuse,0,0
CT,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
CT,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
CT,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
CT,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
CT,2008,2008-02-01,2008-02-27,parental_involv_minors,0,0
DE,2008,2008-02-01,2008-02-27,licensed_physician,0,0
DE,2008,2008-02-01,2008-02-27,hospital_if,0,0
DE,2008,2008-02-01,2008-02-27,second_physician_if,0,0
DE,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Enjoined,0
DE,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
DE,2008,2008-02-01,2008-02-27,fund_all_most,0,0
DE,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
DE,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
DE,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
DE,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
DE,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
DE,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
DE,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
DE,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,Enjoined,0
DE,2008,2008-02-01,2008-02-27,parental_involv_minors,Notice,0.3333333333333333
DC,2008,2008-02-01,2008-02-27,licensed_physician,0,0
DC,2008,2008-02-01,2008-02-27,hospital_if,0,0
DC,2008,2008-02-01,2008-02-27,second_physician_if,0,0
DC,2008,2008-02-01,2008-02-27,prohibited_except_death_if,0,0
DC,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
DC,2008,2008-02-01,2008-02-27,fund_all_most,0,0
DC,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
DC,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
DC,2008,2008-02-01,2008-02-27,indiv_prov_refuse,0,0
DC,2008,2008-02-01,2008-02-27,instit_prov_refuse,0,0
DC,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
DC,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
DC,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
DC,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
DC,2008,2008-02-01,2008-02-27,parental_involv_minors,0,0
FL,2008,2008-02-01,2008-02-27,licensed_physician,X,1
FL,2008,2008-02-01,2008-02-27,hospital_if,0,0
FL,2008,2008-02-01,2008-02-27,second_physician_if,24 weeks,0.6666666666666666
FL,2008,2008-02-01,2008-02-27,prohibited_except_death_if,24 weeks,0.6666666666666666
FL,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
FL,2008,2008-02-01,2008-02-27,fund_all_most,0,0
FL,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
FL,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
FL,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
FL,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
FL,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
FL,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
FL,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
FL,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
FL,2008,2008-02-01,2008-02-27,parental_involv_minors,Notice,0.3333333333333333
GA,2008,2008-02-01,2008-02-27,licensed_physician,X,1
GA,2008,2008-02-01,2008-02-27,hospital_if,0,0
GA,2008,2008-02-01,2008-02-27,second_physician_if,3rd trimester,0.3333333333333333
GA,2008,2008-02-01,2008-02-27,prohibited_except_death_if,3rd trimester,0.3333333333333333
GA,2008,2008-02-01,2008-02-27,partial_birth_ban,Postviability,0.5
GA,2008,2008-02-01,2008-02-27,fund_all_most,0,0
GA,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
GA,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
GA,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
GA,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
GA,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
GA,2008,2008-02-01,2008-02-27,mandate_fetal_pain,X,1
GA,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
GA,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
GA,2008,2008-02-01,2008-02-27,parental_involv_minors,Notice,0.3333333333333333
ID,2008,2008-02-01,2008-02-27,licensed_physician,X,1
ID,2008,2008-02-01,2008-02-27,hospital_if,Viability,0.5
ID,2008,2008-02-01,2008-02-27,second_physician_if,3rd trimester,0.3333333333333333
ID,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
ID,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
ID,2008,2008-02-01,2008-02-27,fund_all_most,0,0
ID,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
ID,2008,2008-02-01,2008-02-27,priv_insurance_limit,X,1
ID,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
ID,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
ID,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
ID,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
ID,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
ID,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
ID,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
IL,2008,2008-02-01,2008-02-27,licensed_physician,X,1
IL,2008,2008-02-01,2008-02-27,hospital_if,0,0
IL,2008,2008-02-01,2008-02-27,second_physician_if,Viability,0.6666666666666666
IL,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
IL,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
IL,2008,2008-02-01,2008-02-27,fund_all_most,X,-1
IL,2008,2008-02-01,2008-02-27,fund_life_rape_incest,0,0
IL,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
IL,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
IL,2008,2008-02-01,2008-02-27,instit_prov_refuse,Private,0.6666666666666666
IL,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
IL,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
IL,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
IL,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
IL,2008,2008-02-01,2008-02-27,parental_involv_minors,Enjoined,0
IN,2008,2008-02-01,2008-02-27,licensed_physician,X,1
IN,2008,2008-02-01,2008-02-27,hospital_if,2nd trimester,0.75
IN,2008,2008-02-01,2008-02-27,second_physician_if,Viability,0.6666666666666666
IN,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
IN,2008,2008-02-01,2008-02-27,partial_birth_ban,X,1
IN,2008,2008-02-01,2008-02-27,fund_all_most,0,0
IN,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
IN,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
IN,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
IN,2008,2008-02-01,2008-02-27,instit_prov_refuse,Private,0.6666666666666666
IN,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
IN,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
IN,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
IN,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,18,0.5
IN,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
IA,2008,2008-02-01,2008-02-27,licensed_physician,X,1
IA,2008,2008-02-01,2008-02-27,hospital_if,0,0
IA,2008,2008-02-01,2008-02-27,second_physician_if,0,0
IA,2008,2008-02-01,2008-02-27,prohibited_except_death_if,3rd trimester,0.3333333333333333
IA,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
IA,2008,2008-02-01,2008-02-27,fund_all_most,0,0
IA,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
IA,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
IA,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
IA,2008,2008-02-01,2008-02-27,instit_prov_refuse,Private,0.6666666666666666
IA,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
IA,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
IA,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
IA,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
IA,2008,2008-02-01,2008-02-27,parental_involv_minors,Notice,0.3333333333333333
KS,2008,2008-02-01,2008-02-27,licensed_physician,0,0
KS,2008,2008-02-01,2008-02-27,hospital_if,0,0
KS,2008,2008-02-01,2008-02-27,second_physician_if,Viability,0.6666666666666666
KS,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
KS,2008,2008-02-01,2008-02-27,partial_birth_ban,Postviability,0.5
KS,2008,2008-02-01,2008-02-27,fund_all_most,0,0
KS,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
KS,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
KS,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
KS,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
KS,2008,2008-02-01,2008-02-27,mandate_breast_cancer,X,1
KS,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
KS,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
KS,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
KS,2008,2008-02-01,2008-02-27,parental_involv_minors,Notice,0.3333333333333333
KY,2008,2008-02-01,2008-02-27,licensed_physician,0,0
KY,2008,2008-02-01,2008-02-27,hospital_if,2nd trimester,0.75
KY,2008,2008-02-01,2008-02-27,second_physician_if,0,0
KY,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
KY,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
KY,2008,2008-02-01,2008-02-27,fund_all_most,0,0
KY,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
KY,2008,2008-02-01,2008-02-27,priv_insurance_limit,X,1
KY,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
KY,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
KY,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
KY,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
KY,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
KY,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
KY,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
LA,2008,2008-02-01,2008-02-27,licensed_physician,X,1
LA,2008,2008-02-01,2008-02-27,hospital_if,0,0
LA,2008,2008-02-01,2008-02-27,second_physician_if,Viability,0.6666666666666666
LA,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
LA,2008,2008-02-01,2008-02-27,partial_birth_ban,X,1
LA,2008,2008-02-01,2008-02-27,fund_all_most,0,0
LA,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
LA,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
LA,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
LA,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
LA,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
LA,2008,2008-02-01,2008-02-27,mandate_fetal_pain,X,1
LA,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
LA,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
LA,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
ME,2008,2008-02-01,2008-02-27,licensed_physician,X,1
ME,2008,2008-02-01,2008-02-27,hospital_if,0,0
ME,2008,2008-02-01,2008-02-27,second_physician_if,0,0
ME,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
ME,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
ME,2008,2008-02-01,2008-02-27,fund_all_most,0,0
ME,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
ME,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
ME,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
ME,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
ME,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
ME,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
ME,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
ME,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
ME,2008,2008-02-01,2008-02-27,parental_involv_minors,0,0
MD,2008,2008-02-01,2008-02-27,licensed_physician,X,1
MD,2008,2008-02-01,2008-02-27,hospital_if,0,0
MD,2008,2008-02-01,2008-02-27,second_physician_if,0,0
MD,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
MD,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
MD,2008,2008-02-01,2008-02-27,fund_all_most,X,-1
MD,2008,2008-02-01,2008-02-27,fund_life_rape_incest,0,0
MD,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
MD,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
MD,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
MD,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
MD,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
MD,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
MD,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,0,0
MD,2008,2008-02-01,2008-02-27,parental_involv_minors,Notice,0.3333333333333333
MA,2008,2008-02-01,2008-02-27,licensed_physician,X,1
MA,2008,2008-02-01,2008-02-27,hospital_if,12 weeks,1
MA,2008,2008-02-01,2008-02-27,second_physician_if,0,0
MA,2008,2008-02-01,2008-02-27,prohibited_except_death_if,24 weeks,0.6666666666666666
MA,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
MA,2008,2008-02-01,2008-02-27,fund_all_most,X,-1
MA,2008,2008-02-01,2008-02-27,fund_life_rape_incest,0,0
MA,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
MA,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
MA,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
MA,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
MA,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
MA,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
MA,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,Enjoined,0
MA,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
MI,2008,2008-02-01,2008-02-27,licensed_physician,X,1
MI,2008,2008-02-01,2008-02-27,hospital_if,0,0
MI,2008,2008-02-01,2008-02-27,second_physician_if,0,0
MI,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
MI,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
MI,2008,2008-02-01,2008-02-27,fund_all_most,0,0
MI,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
MI,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
MI,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
MI,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
MI,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
MI,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
MI,2008,2008-02-01,2008-02-27,mandate_neg_psych,X,1
MI,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
MI,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
MN,2008,2008-02-01,2008-02-27,licensed_physician,X,1
MN,2008,2008-02-01,2008-02-27,hospital_if,2nd trimester,0.75
MN,2008,2008-02-01,2008-02-27,second_physician_if,Enjoined,0
MN,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Enjoined,0
MN,2008,2008-02-01,2008-02-27,partial_birth_ban,0,0
MN,2008,2008-02-01,2008-02-27,fund_all_most,X,-1
MN,2008,2008-02-01,2008-02-27,fund_life_rape_incest,0,0
MN,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
MN,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
MN,2008,2008-02-01,2008-02-27,instit_prov_refuse,Private,0.6666666666666666
MN,2008,2008-02-01,2008-02-27,mandate_breast_cancer,0,0
MN,2008,2008-02-01,2008-02-27,mandate_fetal_pain,X,1
MN,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
MN,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
MN,2008,2008-02-01,2008-02-27,parental_involv_minors,Notice,0.3333333333333333
MS,2008,2008-02-01,2008-02-27,licensed_physician,X,1
MS,2008,2008-02-01,2008-02-27,hospital_if,0,0
MS,2008,2008-02-01,2008-02-27,second_physician_if,0,0
MS,2008,2008-02-01,2008-02-27,prohibited_except_death_if,0,0
MS,2008,2008-02-01,2008-02-27,partial_birth_ban,X,1
MS,2008,2008-02-01,2008-02-27,fund_all_most,0,0
MS,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
MS,2008,2008-02-01,2008-02-27,priv_insurance_limit,0,0
MS,2008,2008-02-01,2008-02-27,indiv_prov_refuse,X,1
MS,2008,2008-02-01,2008-02-27,instit_prov_refuse,X,1
MS,2008,2008-02-01,2008-02-27,mandate_breast_cancer,X,1
MS,2008,2008-02-01,2008-02-27,mandate_fetal_pain,0,0
MS,2008,2008-02-01,2008-02-27,mandate_neg_psych,0,0
MS,2008,2008-02-01,2008-02-27,hr_wait_post_counseling,24,0.6666666666666666
MS,2008,2008-02-01,2008-02-27,parental_involv_minors,Consent,0.6666666666666666
MO,2008,2008-02-01,2008-02-27,licensed_physician,X,1
MO,2008,2008-02-01,2008-02-27,hospital_if,Viability,0.5
MO,2008,2008-02-01,2008-02-27,second_physician_if,Viability,0.6666666666666666
MO,2008,2008-02-01,2008-02-27,prohibited_except_death_if,Viability,0.6666666666666666
MO,2008,2008-02-01,2008-02-27,partial_birth_ban,Enjoined,0
MO,2008,2008-02-01,2008-02-27,fund_all_most,0,0
MO,2008,2008-02-01,2008-02-27,fund_life_rape_incest,X,0.5
MO,2008,2008-02-01,2008-02-27,priv_insurance_limit,X,1
